Frame,ID,X_Coordinate,Y_Coordinate
1,1,255.60328674316406,814.0386962890625
1,2,398.01348876953125,761.197509765625
1,3,348.6171569824219,613.2537231445312
1,4,574.825439453125,351.0339660644531
1,5,1041.2913818359375,179.45404052734375
1,6,1012.064697265625,162.99093627929688
1,7,662.6881103515625,978.7655029296875
2,1,256.12225341796875,807.8278198242188
2,2,402.3087158203125,754.795166015625
2,3,351.6845703125,609.4924926757812
2,4,577.8045654296875,347.5732421875
2,5,1040.560791015625,180.49191284179688
2,6,1010.8391723632812,160.0328369140625
2,7,664.6028442382812,972.178466796875
3,1,256.29669189453125,801.506103515625
3,2,405.1307373046875,749.25390625
3,3,355.225341796875,604.4732666015625
3,4,580.3195190429688,343.93304443359375
3,5,1039.5067138671875,181.5340576171875
3,6,1009.24853515625,157.82623291015625
3,7,645.3037109375,972.3370361328125
4,1,255.9982452392578,797.1265258789062
4,2,409.6988525390625,738.8863525390625
4,3,359.1029357910156,597.6875
4,4,582.712890625,340.9051208496094
4,5,1038.8033447265625,184.22381591796875
4,6,1009.3748779296875,157.10293579101562
4,7,646.8311157226562,964.693603515625
5,1,255.56307983398438,791.9434204101562
5,2,413.56640625,731.6687622070312
5,3,363.29888916015625,591.5950927734375
5,4,585.085205078125,337.76458740234375
5,5,1038.3125,186.55848693847656
5,6,1010.02197265625,158.00636291503906
5,7,652.3430786132812,953.8458251953125
6,1,254.41226196289062,786.730712890625
6,2,416.14666748046875,726.0372314453125
6,3,366.21929931640625,586.4190063476562
6,4,588.659423828125,334.21209716796875
6,5,1037.92724609375,187.5594482421875
6,6,1009.0107421875,158.0774383544922
6,7,660.7704467773438,947.2778930664062
7,1,250.20420837402344,781.0452880859375
7,2,417.8059997558594,716.6852416992188
7,3,369.5655822753906,576.60400390625
7,4,592.0888671875,331.59112548828125
7,5,1037.3037109375,187.91537475585938
7,6,1008.825439453125,161.86062622070312
7,7,684.2206420898438,934.1209106445312
8,1,242.29428100585938,777.1240234375
8,2,418.9119873046875,709.7379150390625
8,3,371.73736572265625,570.139892578125
8,4,594.8005981445312,328.7678527832031
8,5,1035.5531005859375,184.95745849609375
8,7,681.94384765625,929.2056884765625
9,1,237.19039916992188,773.326904296875
9,2,419.6771240234375,703.9559326171875
9,3,373.982421875,566.064697265625
9,4,598.534423828125,326.36962890625
9,5,1034.530517578125,185.0440216064453
9,7,692.84375,918.953125
10,1,231.47146606445312,769.759521484375
10,2,420.739990234375,696.271728515625
10,3,375.77105712890625,562.2598876953125
10,4,602.8898315429688,322.85101318359375
10,5,1034.106689453125,186.0379180908203
10,7,702.7061767578125,908.9782104492188
10,8,1607.408203125,1026.698486328125
11,1,226.98574829101562,765.1400146484375
11,2,421.54144287109375,689.629638671875
11,3,377.260986328125,559.519287109375
11,4,608.018310546875,319.5235595703125
11,5,1031.9912109375,183.9912109375
11,7,706.5582275390625,898.353515625
11,8,1607.49951171875,1022.67236328125
12,1,223.759521484375,761.6324462890625
12,2,421.95306396484375,684.1016235351562
12,3,380.39764404296875,555.919921875
12,4,611.9102172851562,317.1375732421875
12,5,1031.2552490234375,184.8064727783203
12,7,710.8482666015625,890.9423828125
12,8,1607.1982421875,1019.1025390625
13,1,216.97659301757812,758.276611328125
13,2,421.0967102050781,678.7611694335938
13,3,383.67620849609375,548.81103515625
13,4,616.4501953125,314.4493408203125
13,5,1030.395751953125,182.20782470703125
13,7,712.1226806640625,885.91796875
13,8,1606.787109375,1014.5853271484375
14,1,211.14060974121094,755.0113525390625
14,2,420.43133544921875,672.1718139648438
14,3,386.7780456542969,543.528076171875
14,4,620.332275390625,311.97100830078125
14,5,1029.656005859375,182.64141845703125
14,7,715.5693359375,875.9361572265625
14,8,1606.532470703125,1012.2452392578125
14,11,67.8795394897461,683.043212890625
14,6,998.7198486328125,167.5579071044922
15,1,206.55532836914062,753.20263671875
15,2,419.50213623046875,666.685302734375
15,3,392.3330383300781,540.693603515625
15,4,624.4603271484375,308.60516357421875
15,5,1030.494384765625,184.05816650390625
15,7,718.912841796875,869.0767822265625
15,8,1606.154541015625,1011.066650390625
15,11,73.6119613647461,679.3578491210938
15,6,997.8355712890625,166.9454345703125
16,1,203.01962280273438,751.0718383789062
16,2,418.39801025390625,661.8841552734375
16,3,396.4052734375,537.103759765625
16,4,628.9244995117188,305.6484069824219
16,5,1031.4036865234375,185.18218994140625
16,7,722.109130859375,863.2747192382812
16,8,1605.634765625,1009.546875
16,6,996.9459838867188,166.85739135742188
17,1,201.64016723632812,749.5872802734375
17,2,416.2021484375,657.6373901367188
17,3,399.4144287109375,532.2938232421875
17,4,633.4959716796875,302.7117919921875
17,5,1030.65234375,184.8021697998047
17,7,727.1878662109375,855.3809814453125
17,8,1605.3583984375,1008.1981201171875
17,6,996.7733154296875,165.69961547851562
18,1,199.53765869140625,748.0478515625
18,2,413.7414855957031,653.8958740234375
18,3,403.61962890625,528.966796875
18,4,637.1881103515625,299.00848388671875
18,5,1030.572998046875,185.09091186523438
18,7,732.109375,846.8843994140625
18,8,1604.6976318359375,1006.4659423828125
18,6,995.8436279296875,164.9749755859375
18,12,93.79500579833984,652.0460205078125
18,11,50.308109283447266,673.016357421875
19,1,202.34713745117188,745.18408203125
19,2,411.6177978515625,649.3048095703125
19,3,407.96099853515625,522.7191772460938
19,4,641.7568969726562,296.1556701660156
19,5,1030.2236328125,185.034423828125
19,7,736.33642578125,841.219482421875
19,8,1603.865234375,1004.5955200195312
19,6,996.8341064453125,164.9982147216797
19,12,105.61111450195312,647.5517578125
19,11,46.00798416137695,673.006591796875
20,1,197.97247314453125,741.2985229492188
20,2,408.93634033203125,644.5035400390625
20,3,412.7176818847656,517.9747314453125
20,4,645.419921875,293.4833984375
20,5,1029.23828125,184.46395874023438
20,7,740.52197265625,831.295166015625
20,8,1603.5123291015625,1004.6029052734375
20,6,997.0218505859375,164.26051330566406
20,12,117.03715515136719,634.609375
21,1,194.14346313476562,738.2327880859375
21,2,405.48828125,641.161865234375
21,3,416.5042419433594,513.5660400390625
21,4,649.5673828125,290.1273193359375
21,5,1028.8187255859375,183.53025817871094
21,7,745.361572265625,823.7091064453125
21,8,1602.059326171875,1003.4766845703125
21,6,997.3822631835938,164.29931640625
21,12,139.88009643554688,626.4151611328125
22,1,190.8193359375,735.6673583984375
22,2,401.5477294921875,637.8193969726562
22,3,421.0196533203125,509.3321228027344
22,4,653.90283203125,285.9470520019531
22,5,1028.247802734375,183.20028686523438
22,7,751.1754760742188,819.420654296875
22,8,1600.4327392578125,1003.2437133789062
22,6,998.22265625,163.8809051513672
22,12,154.4647674560547,618.6029052734375
23,1,188.35311889648438,733.2437133789062
23,2,398.54052734375,634.9239501953125
23,3,426.88372802734375,503.48956298828125
23,4,657.3041381835938,282.9913330078125
23,5,1028.721435546875,183.25933837890625
23,7,755.3468627929688,811.50244140625
23,8,1598.53173828125,1002.6082153320312
23,6,999.6181640625,163.71788024902344
23,12,160.67596435546875,615.3140869140625
24,1,187.46127319335938,730.7503662109375
24,2,396.2586975097656,632.9142456054688
24,3,432.6249694824219,497.50982666015625
24,4,661.0675048828125,280.2564392089844
24,5,1029.5072021484375,182.97039794921875
24,7,760.4990234375,804.8535766601562
24,8,1597.16845703125,1002.1558227539062
24,6,1000.3469848632812,164.5694122314453
24,12,171.98947143554688,603.4708251953125
25,1,186.322021484375,728.913330078125
25,2,392.64013671875,631.1851806640625
25,3,438.15350341796875,492.5753173828125
25,4,664.4195556640625,276.4674072265625
25,5,1030.423828125,182.0311279296875
25,7,767.0068359375,797.9779663085938
25,8,1596.334228515625,1002.0230102539062
25,6,1000.5501098632812,165.70082092285156
25,12,177.94895935058594,596.4593505859375
